Province_State,Confirmed,Deceased,Recovered,Date
Tennessee,51316,645,30254.0,07-05-2020
Texas,194932,2628,100843.0,07-05-2020
Utah,24952,184,14147.0,07-05-2020
Vermont,1249,56,1007.0,07-05-2020
Virgin Islands,111,6,76.0,07-05-2020
Virginia,65748,1853,8784.0,07-05-2020
Washington,35898,1359,,07-05-2020
West Virginia,3262,94,2421.0,07-05-2020
Wisconsin,31577,796,24899.0,07-05-2020
Wyoming,1634,20,1172.0,07-05-2020
Alabama,18851,653,11395.0,06-03-2020
Alaska,504,10,373.0,06-03-2020
American Samoa,0,0,,06-03-2020
Arizona,22356,983,5076.0,06-03-2020
Arkansas,8067,142,5717.0,06-03-2020
California,119348,4374,,06-03-2020
Colorado,27046,1494,3983.0,06-03-2020
Connecticut,43091,3989,7511.0,06-03-2020
Delaware,9712,375,5493.0,06-03-2020
Diamond Princess,49,0,,06-03-2020
District of Columbia,9016,473,1138.0,06-03-2020
Florida,58764,2566,,06-03-2020
Georgia,48894,2123,,06-03-2020
Grand Princess,103,3,,06-03-2020
Guam,177,5,151.0,06-03-2020
Hawaii,653,17,609.0,06-03-2020
Idaho,2933,83,2282.0,06-03-2020
Illinois,123830,5621,,06-03-2020
Indiana,35712,2207,23182.0,06-03-2020
Iowa,20300,574,12064.0,06-03-2020
Kansas,10092,226,592.0,06-03-2020
Kentucky,10410,450,3283.0,06-03-2020
Louisiana,41133,2870,31728.0,06-03-2020
Maine,2418,95,1699.0,06-03-2020
Maryland,54982,2641,3970.0,06-03-2020
Massachusetts,101592,7152,,06-03-2020
Michigan,58035,5570,38099.0,06-03-2020
Minnesota,25870,1097,21169.0,06-03-2020
Mississippi,16322,782,11203.0,06-03-2020
Missouri,14189,791,,06-03-2020
Montana,525,17,464.0,06-03-2020
Nebraska,14885,170,6743.0,06-03-2020
Nevada,8951,431,501.0,06-03-2020
New Hampshire,4795,265,3071.0,06-03-2020
New Jersey,162068,11880,27008.0,06-03-2020
New Mexico,8140,375,2960.0,06-03-2020
New York,374085,30019,66502.0,06-03-2020
North Carolina,31276,999,18860.0,06-03-2020
North Dakota,2679,66,2169.0,06-03-2020
Northern Mariana Islands,24,16,16.0,06-03-2020
Ohio,36792,2300,,06-03-2020
Oklahoma,6805,341,5711.0,06-03-2020
Oregon,4399,159,2199.0,06-03-2020
Pennsylvania,77780,5742,49915.0,06-03-2020
Puerto Rico,4023,140,,06-03-2020
Rhode Island,15219,742,1311.0,06-03-2020
South Carolina,12415,501,6976.0,06-03-2020
South Dakota,5162,62,4084.0,06-03-2020
Tennessee,24833,388,16319.0,06-03-2020
Texas,68877,1744,45858.0,06-03-2020
Utah,10497,117,6501.0,06-03-2020
Vermont,990,55,879.0,06-03-2020
Virgin Islands,70,6,62.0,06-03-2020
Virginia,46905,1428,6165.0,06-03-2020
Washington,22484,1135,,06-03-2020
West Virginia,2077,78,1381.0,06-03-2020
Wisconsin,19400,616,12172.0,06-03-2020
Wyoming,915,17,714.0,06-03-2020
Alabama,29002,822,15974.0,06-19-2020
Alaska,720,12,457.0,06-19-2020
American Samoa,0,0,,06-19-2020
Arizona,46910,1321,7018.0,06-19-2020
Arkansas,14631,214,9712.0,06-19-2020
California,170862,5426,,06-19-2020
Colorado,30172,1643,4280.0,06-19-2020
Connecticut,45557,4238,7842.0,06-19-2020
Delaware,10611,433,6395.0,06-19-2020
Diamond Princess,49,0,,06-19-2020
District of Columbia,9952,530,1162.0,06-19-2020
Florida,89748,3104,,06-19-2020
Georgia,62009,2636,,06-19-2020
Grand Princess,103,3,,06-19-2020
Guam,200,5,173.0,06-19-2020
Hawaii,789,17,640.0,06-19-2020
Idaho,3871,89,3088.0,06-19-2020
Illinois,135470,6580,,06-19-2020
Indiana,41746,2516,30760.0,06-19-2020
Iowa,25274,681,15816.0,06-19-2020
Kansas,12021,253,715.0,06-19-2020
Kentucky,13454,522,3516.0,06-19-2020
Louisiana,48515,3084,37017.0,06-19-2020
Maine,2913,102,2323.0,06-19-2020
Maryland,63548,3030,4685.0,06-19-2020
Massachusetts,106650,7799,,06-19-2020
Michigan,67097,6067,44964.0,06-19-2020
Minnesota,32031,1393,27709.0,06-19-2020
Mississippi,20641,938,15323.0,06-19-2020
Missouri,17667,958,,06-19-2020
Montana,666,20,546.0,06-19-2020
Nebraska,17588,244,11066.0,06-19-2020
Nevada,12524,479,652.0,06-19-2020
New Hampshire,5486,337,4140.0,06-19-2020
New Jersey,168496,12902,29209.0,06-19-2020
New Mexico,10260,464,4439.0,06-19-2020
New York,386556,31015,69377.0,06-19-2020
North Carolina,49785,1202,29219.0,06-19-2020
North Dakota,3226,76,2840.0,06-19-2020
Northern Mariana Islands,30,2,19.0,06-19-2020
Ohio,43731,2667,,06-19-2020
Oklahoma,9707,367,7212.0,06-19-2020
Oregon,6572,188,2533.0,06-19-2020
Pennsylvania,85199,6399,62186.0,06-19-2020
Puerto Rico,6195,147,,06-19-2020
Rhode Island,16337,894,1515.0,06-19-2020
South Carolina,22608,639,10790.0,06-19-2020
South Dakota,6158,81,5276.0,06-19-2020
Tennessee,34017,515,22531.0,06-19-2020
Texas,105394,2158,65329.0,06-19-2020
Utah,16425,155,9113.0,06-19-2020
Vermont,1144,56,918.0,06-19-2020
Virgin Islands,73,6,64.0,06-19-2020
Virginia,56793,1602,7563.0,06-19-2020
Washington,27601,1255,,06-19-2020
West Virginia,2468,88,1665.0,06-19-2020
Wisconsin,24154,730,18055.0,06-19-2020
Wyoming,1173,20,889.0,06-19-2020
Alabama,8112,298,0.0,05-04-2020
Alaska,370,9,263.0,05-04-2020
American Samoa,0,0,0.0,05-04-2020
Arizona,8924,362,1632.0,05-04-2020
Arkansas,3491,80,2016.0,05-04-2020
California,55884,2278,0.0,05-04-2020
Colorado,16918,851,2650.0,05-04-2020
Connecticut,29973,2556,4346.0,05-04-2020
Delaware,5288,182,1716.0,05-04-2020
Diamond Princess,49,0,0.0,05-04-2020
District of Columbia,5170,258,666.0,05-04-2020
Florida,36897,1399,0.0,05-04-2020
Georgia,29451,1246,0.0,05-04-2020
Grand Princess,103,3,0.0,05-04-2020
Guam,145,5,125.0,05-04-2020
Hawaii,621,17,544.0,05-04-2020
Idaho,2106,64,1267.0,05-04-2020
Illinois,63777,2659,0.0,05-04-2020
Indiana,20507,1151,0.0,05-04-2020
Iowa,9703,188,3486.0,05-04-2020
Kansas,5383,156,291.0,05-04-2020
Kentucky,5245,261,1892.0,05-04-2020
Louisiana,29673,2064,20316.0,05-04-2020
Maine,1205,57,720.0,05-04-2020
Maryland,26408,1317,1695.0,05-04-2020
Massachusetts,69087,4090,0.0,05-04-2020
Michigan,43990,4139,15659.0,05-04-2020
Minnesota,7234,427,4212.0,05-04-2020
Mississippi,7877,310,4421.0,05-04-2020
Missouri,8946,386,0.0,05-04-2020
Montana,457,16,404.0,05-04-2020
Nebraska,6037,78,0.0,05-04-2020
Nevada,5630,265,185.0,05-04-2020
New Hampshire,2588,86,1017.0,05-04-2020
New Jersey,128269,7910,15642.0,05-04-2020
New Mexico,4031,156,832.0,05-04-2020
New York,318953,24999,58950.0,05-04-2020
North Carolina,11971,442,0.0,05-04-2020
North Dakota,1225,25,540.0,05-04-2020
Northern Mariana Islands,14,2,12.0,05-04-2020
Ohio,20474,1057,0.0,05-04-2020
Oklahoma,4044,238,2682.0,05-04-2020
Oregon,2759,109,860.0,05-04-2020
Pennsylvania,52816,2838,0.0,05-04-2020
Puerto Rico,1843,97,0.0,05-04-2020
Rhode Island,9652,341,601.0,05-04-2020
South Carolina,6757,283,3622.0,05-04-2020
South Dakota,2668,21,1830.0,05-04-2020
Tennessee,13571,219,6081.0,05-04-2020
Texas,32783,901,16090.0,05-04-2020
Utah,5317,50,2342.0,05-04-2020
Vermont,902,52,0.0,05-04-2020
Virgin Islands,66,4,51.0,05-04-2020
Virginia,19493,684,2547.0,05-04-2020
Washington,15462,841,0.0,05-04-2020
West Virginia,1224,48,611.0,05-04-2020
Wisconsin,8236,340,3973.0,05-04-2020
Wyoming,596,7,391.0,05-04-2020
Alabama,9889,393,,05-10-2020
Alaska,379,10,324.0,05-10-2020
American Samoa,0,0,,05-10-2020
Arizona,11119,536,2775.0,05-10-2020
Arkansas,4012,91,2968.0,05-10-2020
California,67600,2716,,05-10-2020
Colorado,19703,971,3023.0,05-10-2020
Connecticut,33554,2967,5413.0,05-10-2020
Delaware,6277,221,2537.0,05-10-2020
Diamond Princess,49,0,,05-10-2020
District of Columbia,6272,323,880.0,05-10-2020
Florida,40596,1721,,05-10-2020
Georgia,33580,1406,,05-10-2020
Grand Princess,103,3,,05-10-2020
Guam,151,5,124.0,05-10-2020
Hawaii,632,17,551.0,05-10-2020
Idaho,2230,67,1473.0,05-10-2020
Illinois,77741,3406,,05-10-2020
Indiana,24126,1508,,05-10-2020
Iowa,11959,265,5154.0,05-10-2020
Kansas,6951,174,371.0,05-10-2020
Kentucky,6440,304,2308.0,05-10-2020
Louisiana,31600,2286,20316.0,05-10-2020
Maine,1436,64,861.0,05-10-2020
Maryland,32587,1644,2293.0,05-10-2020
Massachusetts,77793,4979,,05-10-2020
Michigan,47182,4555,22686.0,05-10-2020
Minnesota,11271,578,6882.0,05-10-2020
Mississippi,9501,430,4421.0,05-10-2020
Missouri,10068,503,,05-10-2020
Montana,458,16,422.0,05-10-2020
Nebraska,8171,90,,05-10-2020
Nevada,6120,310,182.0,05-10-2020
New Hampshire,3071,133,1228.0,05-10-2020
New Jersey,138754,9256,15642.0,05-10-2020
New Mexico,4863,200,1268.0,05-10-2020
New York,335395,26641,58006.0,05-10-2020
North Carolina,14938,564,,05-10-2020
North Dakota,1491,35,792.0,05-10-2020
Northern Mariana Islands,16,2,12.0,05-10-2020
Ohio,24081,1341,,05-10-2020
Oklahoma,4589,272,3204.0,05-10-2020
Oregon,3228,127,1125.0,05-10-2020
Pennsylvania,59939,3806,,05-10-2020
Puerto Rico,2198,111,,05-10-2020
Rhode Island,11274,422,809.0,05-10-2020
South Carolina,7653,331,4120.0,05-10-2020
South Dakota,3517,34,2147.0,05-10-2020
Tennessee,14985,243,7528.0,05-10-2020
Texas,39258,1094,21022.0,05-10-2020
Utah,6251,67,3033.0,05-10-2020
Vermont,927,53,777.0,05-10-2020
Virgin Islands,69,4,59.0,05-10-2020
Virginia,24081,839,3201.0,05-10-2020
Washington,16891,931,,05-10-2020
West Virginia,1360,54,775.0,05-10-2020
Wisconsin,10219,400,5014.0,05-10-2020
Wyoming,662,7,443.0,05-10-2020
Alabama,30454,841,15974.0,06-22-2020
Alaska,758,12,491.0,06-22-2020
American Samoa,0,0,,06-22-2020
Arizona,54599,1351,7581.0,06-22-2020
Arkansas,16083,227,10793.0,06-22-2020
California,184765,5566,,06-22-2020
Colorado,30689,1651,4328.0,06-22-2020
Connecticut,45782,4263,7842.0,06-22-2020
Delaware,10820,435,6459.0,06-22-2020
Diamond Princess,49,0,,06-22-2020
District of Columbia,10058,535,1182.0,06-22-2020
Florida,100217,3173,,06-22-2020
Georgia,65928,2648,,06-22-2020
Grand Princess,103,3,,06-22-2020
Guam,222,5,173.0,06-22-2020
Hawaii,816,17,651.0,06-22-2020
Idaho,4256,89,3305.0,06-22-2020
Illinois,137224,6671,,06-22-2020
Indiana,42633,2553,31739.0,06-22-2020
Iowa,26146,686,16240.0,06-22-2020
Kansas,12428,258,722.0,06-22-2020
Kentucky,13839,526,3534.0,06-22-2020
Louisiana,50239,3117,39792.0,06-22-2020
Maine,2971,102,2409.0,06-22-2020
Maryland,64603,3074,4776.0,06-22-2020
Massachusetts,107210,7873,,06-22-2020
Michigan,67957,6097,49290.0,06-22-2020
Minnesota,33227,1416,29065.0,06-22-2020
Mississippi,22329,978,17242.0,06-22-2020
Missouri,18592,970,,06-22-2020
Montana,734,21,548.0,06-22-2020
Nebraska,17963,249,11776.0,06-22-2020
Nevada,13528,489,653.0,06-22-2020
New Hampshire,5558,339,4275.0,06-22-2020
New Jersey,169415,12974,29522.0,06-22-2020
New Mexico,10694,469,4684.0,06-22-2020
New York,388488,31176,69710.0,06-22-2020
North Carolina,53964,1278,36921.0,06-22-2020
North Dakota,3313,77,2952.0,06-22-2020
Northern Mariana Islands,30,2,19.0,06-22-2020
Ohio,45537,2704,,06-22-2020
Oklahoma,10734,369,7648.0,06-22-2020
Oregon,7083,192,2588.0,06-22-2020
Pennsylvania,86576,6426,64105.0,06-22-2020
Puerto Rico,6564,149,,06-22-2020
Rhode Island,16459,903,1554.0,06-22-2020
South Carolina,25666,659,10790.0,06-22-2020
South Dakota,6326,81,5437.0,06-22-2020
Tennessee,35553,531,23567.0,06-22-2020
Texas,117790,2207,69190.0,06-22-2020
Utah,17906,158,9863.0,06-22-2020
Vermont,1163,56,926.0,06-22-2020
Virgin Islands,76,6,64.0,06-22-2020
Virginia,58465,1620,7663.0,06-22-2020
Washington,28870,1276,,06-22-2020
West Virginia,2552,89,1681.0,06-22-2020
Wisconsin,25068,745,19543.0,06-22-2020
Wyoming,1230,20,931.0,06-22-2020
Alabama,21422,729,11395.0,06-09-2020
Alaska,572,11,389.0,06-09-2020
American Samoa,0,0,,06-09-2020
Arizona,28296,1076,5764.0,06-09-2020
Arkansas,10080,161,6875.0,06-09-2020
California,136641,4745,,06-09-2020
Colorado,28333,1553,4112.0,06-09-2020
Connecticut,44179,4097,7284.0,06-09-2020
Delaware,10020,410,5888.0,06-09-2020
Diamond Princess,49,0,,06-09-2020
District of Columbia,9474,495,1143.0,06-09-2020
Florida,66000,2765,,06-09-2020
Georgia,53249,2285,,06-09-2020
Grand Princess,103,3,,06-09-2020
Guam,180,5,163.0,06-09-2020
Hawaii,682,17,618.0,06-09-2020
Idaho,3221,85,2509.0,06-09-2020
Illinois,129212,6018,,06-09-2020
Indiana,38033,2339,26205.0,06-09-2020
Iowa,22237,626,13411.0,06-09-2020
Kansas,10609,237,625.0,06-09-2020
Kentucky,11707,477,3365.0,06-09-2020
Louisiana,43612,2957,33904.0,06-09-2020
Maine,2606,100,1992.0,06-09-2020
Maryland,58904,2811,4279.0,06-09-2020
Massachusetts,103889,7408,,06-09-2020
Michigan,64998,5948,42041.0,06-09-2020
Minnesota,28523,1228,24221.0,06-09-2020
Mississippi,18123,847,13356.0,06-09-2020
Missouri,15352,845,,06-09-2020
Montana,554,18,485.0,06-09-2020
Nebraska,15918,189,8637.0,06-09-2020
Nevada,10045,446,557.0,06-09-2020
New Hampshire,5079,286,3392.0,06-09-2020
New Jersey,164796,12303,28036.0,06-09-2020
New Mexico,9105,404,3380.0,06-09-2020
New York,379482,30458,67808.0,06-09-2020
North Carolina,37227,1068,23653.0,06-09-2020
North Dakota,2901,72,2450.0,06-09-2020
Northern Mariana Islands,30,2,19.0,06-09-2020
Ohio,39162,2423,,06-09-2020
Oklahoma,7363,354,6073.0,06-09-2020
Oregon,4988,169,2313.0,06-09-2020
Pennsylvania,80870,6014,53670.0,06-09-2020
Puerto Rico,5185,142,,06-09-2020
Rhode Island,15691,808,1398.0,06-09-2020
South Carolina,15228,568,7928.0,06-09-2020
South Dakota,5523,68,4483.0,06-09-2020
Tennessee,27575,435,18013.0,06-09-2020
Texas,78208,1867,51140.0,06-09-2020
Utah,12559,127,7391.0,06-09-2020
Vermont,1084,55,901.0,06-09-2020
Virgin Islands,71,6,63.0,06-09-2020
Virginia,51738,1496,6677.0,06-09-2020
Washington,24354,1176,,06-09-2020
West Virginia,2169,84,1477.0,06-09-2020
Wisconsin,21308,661,14583.0,06-09-2020
Wyoming,970,17,789.0,06-09-2020
Alabama,98301,1735,37923.0,08-07-2020
Alaska,3536,25,1238.0,08-07-2020
American Samoa,0,0,,08-07-2020
Arizona,185053,4081,24815.0,08-07-2020
Arkansas,48039,521,40360.0,08-07-2020
California,546814,10133,,08-07-2020
Colorado,49875,1857,5490.0,08-07-2020
Connecticut,50320,4441,8721.0,08-07-2020
Delaware,15445,588,8392.0,08-07-2020
Diamond Princess,49,0,,08-07-2020
District of Columbia,12589,589,10118.0,08-07-2020
Florida,518075,7927,,08-07-2020
Georgia,209004,4117,,08-07-2020
Grand Princess,103,3,,08-07-2020
Guam,411,5,321.0,08-07-2020
Hawaii,3115,31,1440.0,08-07-2020
Idaho,23925,229,8486.0,08-07-2020
Illinois,191808,7822,,08-07-2020
Indiana,72254,3023,54068.0,08-07-2020
Iowa,48040,915,36322.0,08-07-2020
Kansas,30137,379,1293.0,08-07-2020
Kentucky,33796,764,8589.0,08-07-2020
Louisiana,128746,4207,89083.0,08-07-2020
Maine,4016,124,3479.0,08-07-2020
Maryland,93806,3565,5838.0,08-07-2020
Massachusetts,120291,8709,99021.0,08-07-2020
Michigan,95470,6524,60022.0,08-07-2020
Minnesota,59185,1681,51940.0,08-07-2020
Mississippi,65436,1848,42391.0,08-07-2020
Missouri,57837,1324,,08-07-2020
Montana,4757,70,3122.0,08-07-2020
Nebraska,28104,345,20176.0,08-07-2020
Nevada,54533,920,1297.0,08-07-2020
New Hampshire,6779,419,5941.0,08-07-2020
New Jersey,184061,15849,32956.0,08-07-2020
New Mexico,21965,675,8950.0,08-07-2020
New York,419642,32760,73530.0,08-07-2020
North Carolina,133337,2160,105093.0,08-07-2020
North Dakota,7327,110,6164.0,08-07-2020
Northern Mariana Islands,47,2,29.0,08-07-2020
Ohio,98675,3652,75975.0,08-07-2020
Oklahoma,42255,600,35001.0,08-07-2020
Oregon,20635,348,4111.0,08-07-2020
Pennsylvania,122028,7296,90304.0,08-07-2020
Puerto Rico,20686,265,,08-07-2020
Rhode Island,19738,1014,1876.0,08-07-2020
South Carolina,98219,1962,37798.0,08-07-2020
South Dakota,9371,144,8244.0,08-07-2020
Tennessee,118782,1206,79357.0,08-07-2020
Texas,491304,8847,331668.0,08-07-2020
Utah,43375,335,32371.0,08-07-2020
Vermont,1448,58,1260.0,08-07-2020
Virgin Islands,522,9,398.0,08-07-2020
Virginia,97882,2317,12725.0,08-07-2020
Washington,61587,1672,,08-07-2020
West Virginia,7452,127,5510.0,08-07-2020
Wisconsin,58768,990,48244.0,08-07-2020
Wyoming,3000,28,2420.0,08-07-2020
Alabama,3953,114,,04-14-2020
Alaska,285,9,98.0,04-14-2020
American Samoa,0,0,,04-14-2020
Arizona,3809,131,249.0,04-14-2020
Arkansas,1498,32,427.0,04-14-2020
California,25356,767,,04-14-2020
Colorado,7950,327,,04-14-2020
Connecticut,13989,671,,04-14-2020
Delaware,1926,43,277.0,04-14-2020
Diamond Princess,49,0,0.0,04-14-2020
District of Columbia,2058,67,518.0,04-14-2020
Florida,21628,571,,04-14-2020
Georgia,14578,525,,04-14-2020
Grand Princess,103,0,0.0,04-14-2020
Guam,133,5,66.0,04-14-2020
Hawaii,511,9,315.0,04-14-2020
Idaho,1464,33,,04-14-2020
Illinois,23248,868,,04-14-2020
Indiana,8527,387,,04-14-2020
Iowa,1899,49,741.0,04-14-2020
Kansas,1441,69,,04-14-2020
Kentucky,2048,106,629.0,04-14-2020
Louisiana,21518,1013,,04-14-2020
Maine,735,20,292.0,04-14-2020
Maryland,9472,302,607.0,04-14-2020
Massachusetts,28164,844,,04-14-2020
Michigan,27001,1768,452.0,04-14-2020
Minnesota,1695,79,909.0,04-14-2020
Mississippi,3087,111,,04-14-2020
Missouri,4746,149,,04-14-2020
Montana,399,7,197.0,04-14-2020
Nebraska,897,20,,04-14-2020
Nevada,3134,126,,04-14-2020
New Hampshire,922,25,249.0,04-14-2020
New Jersey,68824,2805,,04-14-2020
New Mexico,1345,31,304.0,04-14-2020
New York,203020,10842,23887.0,04-14-2020
North Carolina,5113,112,,04-14-2020
North Dakota,341,8,138.0,04-14-2020
Northern Mariana Islands,11,2,,04-14-2020
Ohio,7285,324,,04-14-2020
Oklahoma,2184,108,1060.0,04-14-2020
Oregon,1633,55,,04-14-2020
Pennsylvania,25465,691,,04-14-2020
Puerto Rico,923,45,,04-14-2020
Rhode Island,3251,80,135.0,04-14-2020
South Carolina,3553,97,,04-14-2020
South Dakota,988,6,261.0,04-14-2020
Tennessee,5827,124,1969.0,04-14-2020
Texas,15006,342,2580.0,04-14-2020
Utah,2417,18,218.0,04-14-2020
Vermont,752,29,15.0,04-14-2020
Virgin Islands,51,1,44.0,04-14-2020
Virginia,6182,154,721.0,04-14-2020
Washington,10799,530,,04-14-2020
West Virginia,640,9,147.0,04-14-2020
Wisconsin,3555,170,,04-14-2020
Wyoming,282,1,140.0,04-14-2020
Recovered,0,0,47763.0,04-14-2020
Alabama,19387,676,11395.0,06-05-2020
Alaska,523,10,380.0,06-05-2020
American Samoa,0,0,,06-05-2020
Arizona,24439,1015,5298.0,06-05-2020
Arkansas,8651,152,5919.0,06-05-2020
California,125738,4529,,06-05-2020
Colorado,27601,1524,4034.0,06-05-2020
Connecticut,43460,4038,7284.0,06-05-2020
Delaware,9773,388,5631.0,06-05-2020
Diamond Princess,49,0,,06-05-2020
District of Columbia,9199,479,1138.0,06-05-2020
Florida,61488,2660,,06-05-2020
Georgia,50621,2174,,06-05-2020
Grand Princess,103,3,,06-05-2020
Guam,179,5,162.0,06-05-2020
Hawaii,664,17,611.0,06-05-2020
Idaho,3111,83,2362.0,06-05-2020
Illinois,125915,5795,,06-05-2020
Indiana,36578,2258,24317.0,06-05-2020
Iowa,21154,593,12585.0,06-05-2020
Kansas,10306,232,612.0,06-05-2020
Kentucky,10977,466,3316.0,06-05-2020
Louisiana,41989,2912,31728.0,06-05-2020
Maine,2482,98,1797.0,06-05-2020
Maryland,56770,2702,4159.0,06-05-2020
Massachusetts,102557,7235,,06-05-2020
Michigan,63777,5854,38099.0,06-05-2020
Minnesota,26980,1159,21864.0,06-05-2020
Mississippi,16769,803,11203.0,06-05-2020
Missouri,14572,805,,06-05-2020
Montana,541,18,470.0,06-05-2020
Nebraska,15406,187,7598.0,06-05-2020
Nevada,9309,436,522.0,06-05-2020
New Hampshire,4953,278,3187.0,06-05-2020
New Jersey,163336,12049,27433.0,06-05-2020
New Mexico,8672,387,3115.0,06-05-2020
New York,376208,30236,66992.0,06-05-2020
North Carolina,33295,1015,18860.0,06-05-2020
North Dakota,2745,71,2242.0,06-05-2020
Northern Mariana Islands,26,16,16.0,06-05-2020
Ohio,37758,2357,,06-05-2020
Oklahoma,7007,345,5781.0,06-05-2020
Oregon,4570,161,2214.0,06-05-2020
Pennsylvania,78815,5898,52069.0,06-05-2020
Puerto Rico,4620,141,,06-05-2020
Rhode Island,15441,772,1336.0,06-05-2020
South Carolina,13453,539,7347.0,06-05-2020
South Dakota,5277,64,4179.0,06-05-2020
Tennessee,25664,408,16925.0,06-05-2020
Texas,72548,1812,47865.0,06-05-2020
Utah,11252,120,6788.0,06-05-2020
Vermont,1027,55,882.0,06-05-2020
Virgin Islands,71,6,62.0,06-05-2020
Virginia,48532,1454,6392.0,06-05-2020
Washington,22993,1149,,06-05-2020
West Virginia,2119,84,1445.0,06-05-2020
Wisconsin,20249,633,13337.0,06-05-2020
Wyoming,933,17,755.0,06-05-2020
Alabama,10164,403,,05-11-2020
Alaska,379,10,328.0,05-11-2020
American Samoa,0,0,,05-11-2020
Arizona,11383,542,2852.0,05-11-2020
Arkansas,4043,94,3149.0,05-11-2020
California,69329,2779,,05-11-2020
Colorado,19879,987,3076.0,05-11-2020
Connecticut,33765,3008,5413.0,05-11-2020
Delaware,6565,225,2619.0,05-11-2020
Diamond Princess,49,0,,05-11-2020
District of Columbia,6389,328,881.0,05-11-2020
Florida,40982,1735,,05-11-2020
Georgia,34002,1444,,05-11-2020
Grand Princess,103,3,,05-11-2020
Guam,151,5,124.0,05-11-2020
Hawaii,634,17,561.0,05-11-2020
Idaho,2260,70,1473.0,05-11-2020
Illinois,79007,3459,,05-11-2020
Indiana,24627,1540,,05-11-2020
Iowa,12373,271,5249.0,05-11-2020
Kansas,7159,180,376.0,05-11-2020
Kentucky,6677,311,2308.0,05-11-2020
Louisiana,31815,2308,22608.0,05-11-2020
Maine,1462,65,872.0,05-11-2020
Maryland,33373,1683,2298.0,05-11-2020
Massachusetts,78462,5108,,05-11-2020
Michigan,47552,4584,22686.0,05-11-2020
Minnesota,11799,591,7536.0,05-11-2020
Mississippi,9674,435,6268.0,05-11-2020
Missouri,10157,514,,05-11-2020
Montana,459,16,423.0,05-11-2020
Nebraska,8407,98,,05-11-2020
Nevada,6152,312,183.0,05-11-2020
New Hampshire,3160,133,1229.0,05-11-2020
New Jersey,140206,9340,15642.0,05-11-2020
New Mexico,5069,208,1285.0,05-11-2020
New York,337055,26988,58363.0,05-11-2020
North Carolina,15274,575,9115.0,05-11-2020
North Dakota,1518,36,846.0,05-11-2020
Northern Mariana Islands,19,2,12.0,05-11-2020
Ohio,24777,1357,,05-11-2020
Oklahoma,4613,274,3241.0,05-11-2020
Oregon,3286,130,1125.0,05-11-2020
Pennsylvania,60459,3832,,05-11-2020
Puerto Rico,2256,113,,05-11-2020
Rhode Island,11450,430,841.0,05-11-2020
South Carolina,7792,346,4120.0,05-11-2020
South Dakota,3614,34,2187.0,05-11-2020
Tennessee,15544,251,8038.0,05-11-2020
Texas,40555,1117,21713.0,05-11-2020
Utah,6362,68,3181.0,05-11-2020
Vermont,926,53,785.0,05-11-2020
Virgin Islands,69,5,60.0,05-11-2020
Virginia,25070,850,3273.0,05-11-2020
Washington,17122,945,,05-11-2020
West Virginia,1366,54,775.0,05-11-2020
Wisconsin,10418,409,5176.0,05-11-2020
Wyoming,669,7,443.0,05-11-2020
Alabama,12376,504,,05-19-2020
Alaska,400,10,348.0,05-19-2020
American Samoa,0,0,,05-19-2020
Arizona,14576,705,3693.0,05-19-2020
Arkansas,4923,102,3739.0,05-19-2020
California,83752,3403,,05-19-2020
Colorado,22482,1257,3431.0,05-19-2020
Connecticut,38430,3472,6264.0,05-19-2020
Delaware,8037,304,3760.0,05-19-2020
Diamond Princess,49,0,,05-19-2020
District of Columbia,7434,400,1040.0,05-19-2020
Florida,46944,2052,,05-19-2020
Georgia,38855,1675,,05-19-2020
Grand Princess,103,3,,05-19-2020
Guam,154,5,126.0,05-19-2020
Hawaii,641,17,574.0,05-19-2020
Idaho,2455,74,1649.0,05-19-2020
Illinois,98030,4379,,05-19-2020
Indiana,28705,1824,,05-19-2020
Iowa,15296,367,8130.0,05-19-2020
Kansas,8353,199,465.0,05-19-2020
Kentucky,8069,366,2826.0,05-19-2020
Louisiana,35038,2581,26249.0,05-19-2020
Maine,1741,73,1088.0,05-19-2020
Maryland,41546,2081,2868.0,05-19-2020
Massachusetts,87925,5938,,05-19-2020
Michigan,52350,5017,28234.0,05-19-2020
Minnesota,17029,757,11540.0,05-19-2020
Mississippi,11704,554,7681.0,05-19-2020
Missouri,11393,631,,05-19-2020
Montana,471,16,437.0,05-19-2020
Nebraska,10854,123,,05-19-2020
Nevada,7096,358,334.0,05-19-2020
New Hampshire,3721,172,1269.0,05-19-2020
New Jersey,149356,10587,23657.0,05-19-2020
New Mexico,6192,276,1796.0,05-19-2020
New York,352845,28558,61886.0,05-19-2020
North Carolina,19239,693,11637.0,05-19-2020
North Dakota,1994,45,1269.0,05-19-2020
Northern Mariana Islands,21,2,13.0,05-19-2020
Ohio,28952,1720,,05-19-2020
Oklahoma,5489,293,4135.0,05-19-2020
Oregon,3726,140,1406.0,05-19-2020
Pennsylvania,67311,4628,,05-19-2020
Puerto Rico,2805,124,,05-19-2020
Rhode Island,12951,532,1023.0,05-19-2020
South Carolina,9056,399,5451.0,05-19-2020
South Dakota,4085,46,2914.0,05-19-2020
Tennessee,18412,305,10969.0,05-19-2020
Texas,50552,1388,29359.0,05-19-2020
Utah,7518,88,4183.0,05-19-2020
Vermont,944,54,820.0,05-19-2020
Virgin Islands,69,6,61.0,05-19-2020
Virginia,32145,1042,4271.0,05-19-2020
Washington,18811,1031,,05-19-2020
